,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,460075,Ryan Braun,444857,Scott Feldman,543768,Travis Shaw,R,Stuart Turner,642156,0,0,1,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
11,11,11,11,11,11,11,11,1B,2B,Stolen Base 2B,542340,Jonathan Villar,444857,Scott Feldman,519346,Eric Thames,R,Stuart Turner,642156,2,0,3,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
12,12,12,12,12,12,12,12,1B,2B,Stolen Base 2B,542340,Jonathan Villar,444857,Scott Feldman,460075,Ryan Braun,R,Stuart Turner,642156,3,2,5,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
13,13,13,13,13,13,13,13,2B,3B,Stolen Base 3B,542340,Jonathan Villar,444857,Scott Feldman,543768,Travis Shaw,R,Stuart Turner,642156,3,2,5,True,2017-04-14,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
14,14,14,14,14,14,14,14,1B,2B,Stolen Base 2B,460075,Ryan Braun,444857,Scott Feldman,543768,Travis Shaw,R,Stuart Turner,642156,3,2,5,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
15,15,15,15,15,15,15,15,1B,2B,Stolen Base 2B,640447,Phillip Ervin,641887,Evan Mitchell,666211,Taylor Trammell,R,Stuart Turner,642156,4,1,8,True,2017-04-01,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
16,16,16,16,16,16,16,16,1B,2B,Stolen Base 2B,669222,Nick Senzel,476595,Lucas Luetge,608360,Chris Okey,L,Stuart Turner,642156,5,1,9,True,2017-04-01,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
17,17,17,17,17,17,17,17,1B,,Caught Stealing 2B,664023,Ian Happ,623451,Jackson Stephens,519203,Anthony Rizzo,R,Stuart Turner,642156,0,0,1,False,2017-09-30,Caught,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
18,18,18,18,18,18,18,18,1B,2B,Stolen Base 2B,543939,Kolten Wong,534947,Tim Adleman,451594,Dexter Fowler,R,Stuart Turner,642156,6,7,10,True,2017-09-19,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
19,19,19,19,19,19,19,19,1B,2B,Stolen Base 2B,500874,José A. Martínez,606959,Rookie Davis,425877,Yadier Molina,R,Stuart Turner,642156,10,4,6,False,2017-09-12,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
20,20,20,20,20,20,20,20,1B,,Caught Stealing 2B,516782,Starling Marte,592879,Asher Wojciechowski,457705,Andrew McCutchen,R,Stuart Turner,642156,2,4,5,False,2017-09-01,Caught,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
21,21,21,21,21,21,21,21,1B,2B,Stolen Base 2B,594694,Wilmer Difo,456701,Homer Bailey,547180,Bryce Harper,R,Stuart Turner,642156,2,4,5,True,2017-07-16,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
22,22,22,22,22,22,22,22,1B,2B,Stolen Base 2B,571718,Brian Goodwin,547179,Michael Lorenzen,452220,Stephen Drew,R,Stuart Turner,642156,0,4,7,True,2017-07-15,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
23,23,23,23,23,23,23,23,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,628452,Raisel Iglesias,471865,Carlos González,R,Stuart Turner,642156,3,6,8,False,2017-07-06,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
24,24,24,24,24,24,24,24,1B,2B,Stolen Base 2B,518934,DJ LeMahieu,592169,Austin Brice,606132,Raimel Tapia,R,Stuart Turner,642156,6,10,9,True,2017-05-19,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
25,25,25,25,25,25,25,25,1B,2B,Stolen Base 2B,570267,Domingo Santana,607237,Amir Garrett,444489,Manny Piña,L,Stuart Turner,642156,6,4,3,False,2017-04-24,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
26,26,26,26,26,26,26,26,1B,2B,Stolen Base 2B,541650,Hernán Pérez,554374,Ariel Hernández,542979,Keon Broxton,R,Stuart Turner,642156,10,4,4,False,2017-04-24,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
27,27,27,27,27,27,27,27,1B,2B,Stolen Base 2B,460075,Ryan Braun,444857,Scott Feldman,543768,Travis Shaw,R,Stuart Turner,642156,0,0,1,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
28,28,28,28,28,28,28,28,1B,2B,Stolen Base 2B,542340,Jonathan Villar,444857,Scott Feldman,519346,Eric Thames,R,Stuart Turner,642156,2,0,3,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
29,29,29,29,29,29,29,29,1B,2B,Stolen Base 2B,542340,Jonathan Villar,444857,Scott Feldman,460075,Ryan Braun,R,Stuart Turner,642156,3,2,5,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
30,30,30,30,30,30,30,30,2B,3B,Stolen Base 3B,542340,Jonathan Villar,444857,Scott Feldman,543768,Travis Shaw,R,Stuart Turner,642156,3,2,5,True,2017-04-14,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
31,31,31,31,31,31,31,31,1B,2B,Stolen Base 2B,460075,Ryan Braun,444857,Scott Feldman,543768,Travis Shaw,R,Stuart Turner,642156,3,2,5,True,2017-04-14,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
32,32,32,32,32,32,32,32,1B,2B,Stolen Base 2B,640447,Phillip Ervin,641887,Evan Mitchell,666211,Taylor Trammell,R,Stuart Turner,642156,4,1,8,True,2017-04-01,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
33,33,33,33,33,33,33,33,1B,2B,Stolen Base 2B,669222,Nick Senzel,476595,Lucas Luetge,608360,Chris Okey,L,Stuart Turner,642156,5,1,9,True,2017-04-01,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
