,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
25,2B,3B,Stolen Base 3B,621433,Brett Phillips,598286,Nick Ramirez,593160,Whit Merrifield,L,Jake Rogers,668670,4,3,6,False,2019-09-04,Stolen,3B,2019,2020,26.4
26,2B,,Caught Stealing 3B,641531,Hunter Dozier,621385,Daniel Stumpf,656811,Ryan O'Hearn,L,Jake Rogers,668670,5,3,7,False,2019-09-04,Caught,3B,2019,2020,26.4
27,1B,2B,Stolen Base 2B,656185,Greg Allen,572403,Drew VerHagen,596019,Francisco Lindor,R,Jake Rogers,668670,0,1,5,True,2019-08-29,Stolen,2B,2019,2020,26.4
28,2B,,Caught Stealing 3B,624577,Yasiel Puig,605513,Spencer Turnbull,547379,Roberto Pérez,R,Jake Rogers,668670,1,4,3,True,2019-08-27,Caught,3B,2019,2020,26.4
29,1B,,Caught Stealing 2B,640457,Austin Meadows,572403,Drew VerHagen,542583,Jesús Aguilar,R,Jake Rogers,668670,0,1,6,False,2019-08-16,Caught,2B,2019,2020,26.4
30,1B,,Caught Stealing 2B,542979,Keon Broxton,429719,Edwin Jackson,605480,Mallex Smith,R,Jake Rogers,668670,2,0,3,True,2019-08-14,Caught,2B,2019,2020,26.4
31,1B,2B,Stolen Base 2B,605480,Mallex Smith,571510,Matthew Boyd,641487,J.P. Crawford,L,Jake Rogers,668670,0,1,3,True,2019-08-13,Stolen,2B,2019,2020,26.4
32,1B,2B,Stolen Base 2B,624585,Jorge Soler,642397,Gregory Soto,605490,Bubba Starling,L,Jake Rogers,668670,0,2,7,True,2019-08-10,Stolen,2B,2019,2020,26.4
33,2B,3B,Stolen Base 3B,641553,Adam Engel,596057,Daniel Norris,570560,Yolmer Sánchez,L,Jake Rogers,668670,0,2,2,True,2019-08-06,Stolen,3B,2019,2020,26.4
34,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,572403,Drew VerHagen,594777,Kole Calhoun,R,Jake Rogers,668670,2,0,3,False,2019-07-30,Stolen,2B,2019,2020,26.4
35,2B,3B,Stolen Base 3B,641553,Adam Engel,596057,Daniel Norris,570560,Yolmer Sánchez,L,Jake Rogers,668670,0,2,2,True,2019-04-20,Stolen,3B,2019,2020,26.4
36,1B,2B,Stolen Base 2B,591720,Ronald Torreyes,519455,Jordan Zimmermann,641878,Ian Miller,R,Jake Rogers,668670,0,1,3,True,2019-09-26,Stolen,2B,2019,2020,26.4
37,1B,,Caught Stealing 2B,596019,Francisco Lindor,605513,Spencer Turnbull,467793,Carlos Santana,R,Jake Rogers,668670,1,1,5,False,2019-09-18,Caught,2B,2019,2020,26.4
38,1B,2B,Stolen Base 2B,621006,Richie Martin,572403,Drew VerHagen,542340,Jonathan Villar,R,Jake Rogers,668670,2,0,6,True,2019-09-14,Stolen,2B,2019,2020,26.4
39,1B,2B,Stolen Base 2B,592863,Mason Williams,621385,Daniel Stumpf,642082,Chance Sisco,L,Jake Rogers,668670,3,3,12,True,2019-09-14,Stolen,2B,2019,2020,26.4
40,1B,2B,Stolen Base 2B,457727,Cameron Maybin,641853,David McKay,519222,Austin Romine,R,Jake Rogers,668670,2,4,6,True,2019-09-12,Stolen,2B,2019,2020,26.4
41,2B,3B,Stolen Base 3B,457727,Cameron Maybin,641853,David McKay,519222,Austin Romine,R,Jake Rogers,668670,2,4,6,True,2019-09-12,Stolen,3B,2019,2020,26.4
42,1B,2B,Stolen Base 2B,593160,Whit Merrifield,429719,Edwin Jackson,609275,Adalberto Mondesi,R,Jake Rogers,668670,0,3,3,False,2019-09-04,Stolen,2B,2019,2020,26.4
43,2B,3B,Stolen Base 3B,621433,Brett Phillips,598286,Nick Ramirez,593160,Whit Merrifield,L,Jake Rogers,668670,4,3,6,False,2019-09-04,Stolen,3B,2019,2020,26.4
44,2B,,Caught Stealing 3B,641531,Hunter Dozier,621385,Daniel Stumpf,656811,Ryan O'Hearn,L,Jake Rogers,668670,5,3,7,False,2019-09-04,Caught,3B,2019,2020,26.4
45,1B,2B,Stolen Base 2B,656185,Greg Allen,572403,Drew VerHagen,596019,Francisco Lindor,R,Jake Rogers,668670,0,1,5,True,2019-08-29,Stolen,2B,2019,2020,26.4
46,2B,,Caught Stealing 3B,624577,Yasiel Puig,605513,Spencer Turnbull,547379,Roberto Pérez,R,Jake Rogers,668670,1,4,3,True,2019-08-27,Caught,3B,2019,2020,26.4
47,1B,,Caught Stealing 2B,640457,Austin Meadows,572403,Drew VerHagen,542583,Jesús Aguilar,R,Jake Rogers,668670,0,1,6,False,2019-08-16,Caught,2B,2019,2020,26.4
48,1B,,Caught Stealing 2B,542979,Keon Broxton,429719,Edwin Jackson,605480,Mallex Smith,R,Jake Rogers,668670,2,0,3,True,2019-08-14,Caught,2B,2019,2020,26.4
49,1B,2B,Stolen Base 2B,605480,Mallex Smith,571510,Matthew Boyd,641487,J.P. Crawford,L,Jake Rogers,668670,0,1,3,True,2019-08-13,Stolen,2B,2019,2020,26.4
50,1B,2B,Stolen Base 2B,624585,Jorge Soler,642397,Gregory Soto,605490,Bubba Starling,L,Jake Rogers,668670,0,2,7,True,2019-08-10,Stolen,2B,2019,2020,26.4
51,2B,3B,Stolen Base 3B,641553,Adam Engel,596057,Daniel Norris,570560,Yolmer Sánchez,L,Jake Rogers,668670,0,2,2,True,2019-08-06,Stolen,3B,2019,2020,26.4
52,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,572403,Drew VerHagen,594777,Kole Calhoun,R,Jake Rogers,668670,2,0,3,False,2019-07-30,Stolen,2B,2019,2020,26.4
53,2B,3B,Stolen Base 3B,641553,Adam Engel,596057,Daniel Norris,570560,Yolmer Sánchez,L,Jake Rogers,668670,0,2,2,True,2019-04-20,Stolen,3B,2019,2020,26.4
