,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,624415,Cavan Biggio,596101,Justin Shafer,666182,Bo Bichette,R,Francisco Cervelli,465041,4,1,7,False,2020-08-11,Stolen,2B,2020,2021,28.3
1,1B,2B,Stolen Base 2B,669720,Austin Hays,641154,Pablo López,600474,Pedro Severino,R,Francisco Cervelli,465041,0,1,5,False,2020-08-04,Stolen,2B,2020,2021,28.3
2,1B,2B,Stolen Base 2B,669720,Austin Hays,641154,Pablo López,600474,Pedro Severino,R,Francisco Cervelli,465041,0,1,5,False,2020-07-29,Stolen,2B,2020,2021,28.3
3,1B,2B,Stolen Base 2B,624415,Cavan Biggio,596101,Justin Shafer,666182,Bo Bichette,R,Francisco Cervelli,465041,4,1,7,False,2020-08-11,Stolen,2B,2020,2021,28.3
4,1B,2B,Stolen Base 2B,669720,Austin Hays,641154,Pablo López,600474,Pedro Severino,R,Francisco Cervelli,465041,0,1,5,False,2020-08-04,Stolen,2B,2020,2021,28.3
5,1B,2B,Stolen Base 2B,669720,Austin Hays,641154,Pablo López,600474,Pedro Severino,R,Francisco Cervelli,465041,0,1,5,False,2020-07-29,Stolen,2B,2020,2021,28.3
6,1B,2B,Stolen Base 2B,624415,Cavan Biggio,596101,Justin Shafer,666182,Bo Bichette,R,Francisco Cervelli,465041,4,1,7,False,2020-08-11,Stolen,2B,2020,2021,28.3
7,1B,2B,Stolen Base 2B,669720,Austin Hays,641154,Pablo López,600474,Pedro Severino,R,Francisco Cervelli,465041,0,1,5,False,2020-08-04,Stolen,2B,2020,2021,28.3
8,1B,2B,Stolen Base 2B,669720,Austin Hays,641154,Pablo López,600474,Pedro Severino,R,Francisco Cervelli,465041,0,1,5,False,2020-07-29,Stolen,2B,2020,2021,28.3
9,1B,2B,Stolen Base 2B,607680,Kevin Pillar,657140,Kyle Wright,664041,Jaylin Davis,R,Francisco Cervelli,465041,6,0,7,True,2019-09-21,Stolen,2B,2019,2020,27.7
10,1B,,Caught Stealing 2B,642708,Amed Rosario,458708,Josh Tomlin,605412,Joe Panik,R,Francisco Cervelli,465041,5,5,7,False,2019-08-24,Caught,2B,2019,2020,27.7
11,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502042,Chris Archer,500871,Eduardo Escobar,R,Francisco Cervelli,465041,0,0,1,False,2019-05-15,Stolen,2B,2019,2020,27.7
12,1B,2B,Stolen Base 2B,425844,Zack Greinke,502042,Chris Archer,502481,Jarrod Dyson,R,Francisco Cervelli,465041,5,0,4,False,2019-05-15,Stolen,2B,2019,2020,27.7
13,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502042,Chris Archer,500871,Eduardo Escobar,R,Francisco Cervelli,465041,7,0,4,False,2019-05-15,Stolen,2B,2019,2020,27.7
14,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,592468,Nick Kingham,500871,Eduardo Escobar,R,Francisco Cervelli,465041,0,2,1,False,2019-05-13,Stolen,2B,2019,2020,27.7
15,2B,3B,Stolen Base 3B,502481,Jarrod Dyson,592468,Nick Kingham,444482,David Peralta,R,Francisco Cervelli,465041,1,2,1,False,2019-05-13,Stolen,3B,2019,2020,27.7
16,1B,2B,Stolen Base 2B,542454,Danny Santana,605195,Kyle Crick,425783,Shin-Soo Choo,R,Francisco Cervelli,465041,5,4,8,True,2019-05-07,Stolen,2B,2019,2020,27.7
17,1B,2B,Stolen Base 2B,641355,Cody Bellinger,605195,Kyle Crick,571970,Max Muncy,R,Francisco Cervelli,465041,3,1,8,False,2019-04-27,Stolen,2B,2019,2020,27.7
18,1B,,Caught Stealing 2B,543063,Brandon Crawford,593144,Richard Rodríguez,607680,Kevin Pillar,R,Francisco Cervelli,465041,2,3,6,True,2019-04-21,Caught,2B,2019,2020,27.7
19,1B,2B,Stolen Base 2B,467827,Gerardo Parra,592791,Jameson Taillon,457763,Buster Posey,R,Francisco Cervelli,465041,0,0,3,True,2019-04-20,Stolen,2B,2019,2020,27.7
20,1B,2B,Stolen Base 2B,543308,John Hicks,592866,Trevor Williams,592444,JaCoby Jones,R,Francisco Cervelli,465041,2,1,4,False,2019-04-17,Stolen,2B,2019,2020,27.7
21,1B,2B,Stolen Base 2B,594809,Adam Eaton,592791,Jameson Taillon,435062,Howie Kendrick,R,Francisco Cervelli,465041,1,2,1,False,2019-04-14,Stolen,2B,2019,2020,27.7
22,2B,3B,Stolen Base 3B,518792,Jason Heyward,605397,Joe Musgrove,605170,Victor Caratini,R,Francisco Cervelli,465041,0,0,5,False,2019-04-11,Stolen,3B,2019,2020,27.7
23,1B,2B,Stolen Base 2B,518614,Daniel Descalso,605397,Joe Musgrove,605170,Victor Caratini,R,Francisco Cervelli,465041,0,0,5,False,2019-04-11,Stolen,2B,2019,2020,27.7
24,1B,,Caught Stealing 2B,624577,Yasiel Puig,502042,Chris Archer,594988,Scott Schebler,R,Francisco Cervelli,465041,2,3,3,True,2019-04-07,Caught,2B,2019,2020,27.7
25,1B,2B,Stolen Base 2B,606299,José Peraza,502042,Chris Archer,571466,Tucker Barnhart,R,Francisco Cervelli,465041,2,3,4,True,2019-04-07,Stolen,2B,2019,2020,27.7
26,1B,2B,Stolen Base 2B,451594,Dexter Fowler,592791,Jameson Taillon,543939,Kolten Wong,R,Francisco Cervelli,465041,0,0,2,True,2019-04-03,Stolen,2B,2019,2020,27.7
27,1B,,Caught Stealing 2B,451594,Dexter Fowler,502042,Chris Archer,664056,Harrison Bader,R,Francisco Cervelli,465041,4,0,4,True,2019-04-01,Caught,2B,2019,2020,27.7
28,1B,2B,Stolen Base 2B,607680,Kevin Pillar,657140,Kyle Wright,664041,Jaylin Davis,R,Francisco Cervelli,465041,6,0,7,True,2019-09-21,Stolen,2B,2019,2020,27.7
29,1B,,Caught Stealing 2B,642708,Amed Rosario,458708,Josh Tomlin,605412,Joe Panik,R,Francisco Cervelli,465041,5,5,7,False,2019-08-24,Caught,2B,2019,2020,27.7
30,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502042,Chris Archer,500871,Eduardo Escobar,R,Francisco Cervelli,465041,0,0,1,False,2019-05-15,Stolen,2B,2019,2020,27.7
31,1B,2B,Stolen Base 2B,425844,Zack Greinke,502042,Chris Archer,502481,Jarrod Dyson,R,Francisco Cervelli,465041,5,0,4,False,2019-05-15,Stolen,2B,2019,2020,27.7
32,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502042,Chris Archer,500871,Eduardo Escobar,R,Francisco Cervelli,465041,7,0,4,False,2019-05-15,Stolen,2B,2019,2020,27.7
33,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,592468,Nick Kingham,500871,Eduardo Escobar,R,Francisco Cervelli,465041,0,2,1,False,2019-05-13,Stolen,2B,2019,2020,27.7
34,2B,3B,Stolen Base 3B,502481,Jarrod Dyson,592468,Nick Kingham,444482,David Peralta,R,Francisco Cervelli,465041,1,2,1,False,2019-05-13,Stolen,3B,2019,2020,27.7
35,1B,2B,Stolen Base 2B,542454,Danny Santana,605195,Kyle Crick,425783,Shin-Soo Choo,R,Francisco Cervelli,465041,5,4,8,True,2019-05-07,Stolen,2B,2019,2020,27.7
36,1B,2B,Stolen Base 2B,641355,Cody Bellinger,605195,Kyle Crick,571970,Max Muncy,R,Francisco Cervelli,465041,3,1,8,False,2019-04-27,Stolen,2B,2019,2020,27.7
37,1B,,Caught Stealing 2B,543063,Brandon Crawford,593144,Richard Rodríguez,607680,Kevin Pillar,R,Francisco Cervelli,465041,2,3,6,True,2019-04-21,Caught,2B,2019,2020,27.7
38,1B,2B,Stolen Base 2B,467827,Gerardo Parra,592791,Jameson Taillon,457763,Buster Posey,R,Francisco Cervelli,465041,0,0,3,True,2019-04-20,Stolen,2B,2019,2020,27.7
39,1B,2B,Stolen Base 2B,543308,John Hicks,592866,Trevor Williams,592444,JaCoby Jones,R,Francisco Cervelli,465041,2,1,4,False,2019-04-17,Stolen,2B,2019,2020,27.7
40,1B,2B,Stolen Base 2B,594809,Adam Eaton,592791,Jameson Taillon,435062,Howie Kendrick,R,Francisco Cervelli,465041,1,2,1,False,2019-04-14,Stolen,2B,2019,2020,27.7
41,2B,3B,Stolen Base 3B,518792,Jason Heyward,605397,Joe Musgrove,605170,Victor Caratini,R,Francisco Cervelli,465041,0,0,5,False,2019-04-11,Stolen,3B,2019,2020,27.7
42,1B,2B,Stolen Base 2B,518614,Daniel Descalso,605397,Joe Musgrove,605170,Victor Caratini,R,Francisco Cervelli,465041,0,0,5,False,2019-04-11,Stolen,2B,2019,2020,27.7
43,1B,,Caught Stealing 2B,624577,Yasiel Puig,502042,Chris Archer,594988,Scott Schebler,R,Francisco Cervelli,465041,2,3,3,True,2019-04-07,Caught,2B,2019,2020,27.7
44,1B,2B,Stolen Base 2B,606299,José Peraza,502042,Chris Archer,571466,Tucker Barnhart,R,Francisco Cervelli,465041,2,3,4,True,2019-04-07,Stolen,2B,2019,2020,27.7
45,1B,2B,Stolen Base 2B,451594,Dexter Fowler,592791,Jameson Taillon,543939,Kolten Wong,R,Francisco Cervelli,465041,0,0,2,True,2019-04-03,Stolen,2B,2019,2020,27.7
46,1B,,Caught Stealing 2B,451594,Dexter Fowler,502042,Chris Archer,664056,Harrison Bader,R,Francisco Cervelli,465041,4,0,4,True,2019-04-01,Caught,2B,2019,2020,27.7
47,1B,2B,Stolen Base 2B,607680,Kevin Pillar,657140,Kyle Wright,664041,Jaylin Davis,R,Francisco Cervelli,465041,6,0,7,True,2019-09-21,Stolen,2B,2019,2020,27.7
48,1B,,Caught Stealing 2B,642708,Amed Rosario,458708,Josh Tomlin,605412,Joe Panik,R,Francisco Cervelli,465041,5,5,7,False,2019-08-24,Caught,2B,2019,2020,27.7
49,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502042,Chris Archer,500871,Eduardo Escobar,R,Francisco Cervelli,465041,0,0,1,False,2019-05-15,Stolen,2B,2019,2020,27.7
50,1B,2B,Stolen Base 2B,425844,Zack Greinke,502042,Chris Archer,502481,Jarrod Dyson,R,Francisco Cervelli,465041,5,0,4,False,2019-05-15,Stolen,2B,2019,2020,27.7
51,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502042,Chris Archer,500871,Eduardo Escobar,R,Francisco Cervelli,465041,7,0,4,False,2019-05-15,Stolen,2B,2019,2020,27.7
52,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,592468,Nick Kingham,500871,Eduardo Escobar,R,Francisco Cervelli,465041,0,2,1,False,2019-05-13,Stolen,2B,2019,2020,27.7
53,2B,3B,Stolen Base 3B,502481,Jarrod Dyson,592468,Nick Kingham,444482,David Peralta,R,Francisco Cervelli,465041,1,2,1,False,2019-05-13,Stolen,3B,2019,2020,27.7
54,1B,2B,Stolen Base 2B,542454,Danny Santana,605195,Kyle Crick,425783,Shin-Soo Choo,R,Francisco Cervelli,465041,5,4,8,True,2019-05-07,Stolen,2B,2019,2020,27.7
55,1B,2B,Stolen Base 2B,641355,Cody Bellinger,605195,Kyle Crick,571970,Max Muncy,R,Francisco Cervelli,465041,3,1,8,False,2019-04-27,Stolen,2B,2019,2020,27.7
56,1B,,Caught Stealing 2B,543063,Brandon Crawford,593144,Richard Rodríguez,607680,Kevin Pillar,R,Francisco Cervelli,465041,2,3,6,True,2019-04-21,Caught,2B,2019,2020,27.7
57,1B,2B,Stolen Base 2B,467827,Gerardo Parra,592791,Jameson Taillon,457763,Buster Posey,R,Francisco Cervelli,465041,0,0,3,True,2019-04-20,Stolen,2B,2019,2020,27.7
58,1B,2B,Stolen Base 2B,543308,John Hicks,592866,Trevor Williams,592444,JaCoby Jones,R,Francisco Cervelli,465041,2,1,4,False,2019-04-17,Stolen,2B,2019,2020,27.7
59,1B,2B,Stolen Base 2B,594809,Adam Eaton,592791,Jameson Taillon,435062,Howie Kendrick,R,Francisco Cervelli,465041,1,2,1,False,2019-04-14,Stolen,2B,2019,2020,27.7
60,2B,3B,Stolen Base 3B,518792,Jason Heyward,605397,Joe Musgrove,605170,Victor Caratini,R,Francisco Cervelli,465041,0,0,5,False,2019-04-11,Stolen,3B,2019,2020,27.7
