,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
38,38,38,38,38,38,38,38,1B,,Caught Stealing 2B,677951,Bobby Witt Jr.,608337,Lucas Giolito,669004,MJ Melendez,R,David Fry,681807,4,2,4,False,2023-09-20,Caught,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
39,39,39,39,39,39,39,39,1B,2B,Stolen Base 2B,671221,Drew Waters,675916,James Karinchak,682515,Logan Porter,R,David Fry,681807,4,2,6,False,2023-09-20,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
40,40,40,40,40,40,40,40,2B,3B,Stolen Base 3B,671221,Drew Waters,675916,James Karinchak,672580,Maikel Garcia,R,David Fry,681807,4,2,6,False,2023-09-20,Stolen,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
41,41,41,41,41,41,41,41,1B,2B,Stolen Base 2B,677347,Kyren Paris,615698,Cal Quantrill,694384,Nolan Schanuel,R,David Fry,681807,0,0,3,False,2023-09-07,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
42,42,42,42,42,42,42,42,1B,2B,Stolen Base 2B,677347,Kyren Paris,615698,Cal Quantrill,694384,Nolan Schanuel,R,David Fry,681807,0,0,5,False,2023-09-07,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
43,43,43,43,43,43,43,43,1B,2B,Stolen Base 2B,663550,Trey Cabbage,519043,Matt Moore,595453,Chad Wallach,L,David Fry,681807,0,2,7,False,2023-09-07,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
44,44,44,44,44,44,44,44,1B,2B,Stolen Base 2B,680118,Dairon Blanco,596057,Daniel Norris,670032,Nicky Lopez,L,David Fry,681807,3,5,9,True,2023-07-24,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
45,45,45,45,45,45,45,45,1B,,Caught Stealing 2B,672580,Maikel Garcia,680704,Nick Sandlin,677951,Bobby Witt Jr.,R,David Fry,681807,1,4,7,True,2023-07-09,Caught,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
46,46,46,46,46,46,46,46,1B,,Caught Stealing 2B,680118,Dairon Blanco,680704,Nick Sandlin,666023,Freddy Fermin,R,David Fry,681807,1,4,8,True,2023-07-09,Caught,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
47,47,47,47,47,47,47,47,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,669456,Shane Bieber,645277,Ozzie Albies,R,David Fry,681807,2,2,5,True,2023-07-04,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
48,48,48,48,48,48,48,48,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,656529,Sam Hentges,676116,Ryan Noda,L,David Fry,681807,0,2,7,True,2023-06-20,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
49,49,49,49,49,49,49,49,1B,2B,Stolen Base 2B,664983,Jake McCarthy,657053,Touki Toussaint,672515,Gabriel Moreno,R,David Fry,681807,1,0,2,False,2023-06-16,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
50,50,50,50,50,50,50,50,2B,,Caught Stealing 3B,665742,Juan Soto,663752,Cody Morris,593428,Xander Bogaerts,R,David Fry,681807,6,7,6,False,2023-06-15,Caught,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
51,51,51,51,51,51,51,51,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,663986,Trevor Stephan,665742,Juan Soto,R,David Fry,681807,6,8,8,False,2023-06-15,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
52,52,52,52,52,52,52,52,1B,2B,Stolen Base 2B,663757,Trent Grisham,676440,Tanner Bibee,665742,Juan Soto,R,David Fry,681807,5,1,4,False,2023-06-13,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
53,53,53,53,53,53,53,53,1B,,Caught Stealing 2B,665161,Jeremy Peña,671106,Logan Allen,673237,Yainer Diaz,L,David Fry,681807,4,5,6,True,2023-06-09,Caught,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
54,54,54,54,54,54,54,54,1B,2B,Stolen Base 2B,514888,Jose Altuve,680704,Nick Sandlin,608324,Alex Bregman,R,David Fry,681807,4,5,7,True,2023-06-09,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
55,55,55,55,55,55,55,55,1B,2B,Stolen Base 2B,663656,Kyle Tucker,675540,Xzavion Curry,676801,Chas McCormick,R,David Fry,681807,8,9,14,True,2023-06-09,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
56,56,56,56,56,56,56,56,2B,3B,Stolen Base 3B,663656,Kyle Tucker,675540,Xzavion Curry,676801,Chas McCormick,R,David Fry,681807,8,9,14,True,2023-06-09,Stolen,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
57,57,57,57,57,57,57,57,1B,2B,Stolen Base 2B,650489,Willi Castro,650644,Aaron Civale,571657,Kyle Farmer,R,David Fry,681807,0,0,4,False,2023-06-02,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
58,58,58,58,58,58,58,58,2B,3B,Stolen Base 3B,680977,Brendan Donovan,680704,Nick Sandlin,657557,Paul DeJong,R,David Fry,681807,1,1,10,True,2023-05-27,Stolen,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
59,59,59,59,59,59,59,59,1B,2B,Stolen Base 2B,640449,Clint Frazier,615698,Cal Quantrill,663853,Romy Gonzalez,R,David Fry,681807,0,0,3,True,2023-05-24,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
60,60,60,60,60,60,60,60,1B,2B,Stolen Base 2B,641313,Tim Anderson,685410,Peyton Battenfield,673357,Luis Robert Jr.,R,David Fry,681807,1,1,3,False,2023-05-17,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
61,61,61,61,61,61,61,61,1B,2B,Stolen Base 2B,660162,Yoán Moncada,669212,Eli Morgan,683734,Andrew Vaughn,R,David Fry,681807,5,1,5,False,2023-05-17,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
62,62,62,62,62,62,62,62,1B,2B,Stolen Base 2B,656514,Adam Haseley,669212,Eli Morgan,669394,Jake Burger,R,David Fry,681807,5,1,6,False,2023-05-17,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
63,63,63,63,63,63,63,63,1B,2B,Stolen Base 2B,666160,Mickey Moniak,615698,Cal Quantrill,545361,Mike Trout,R,David Fry,681807,0,1,3,True,2023-05-13,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
64,64,64,64,64,64,64,64,1B,2B,Stolen Base 2B,666160,Mickey Moniak,660853,Enyel De Los Santos,650859,Luis Rengifo,R,David Fry,681807,2,4,7,True,2023-05-13,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
65,65,65,65,65,65,65,65,1B,2B,Stolen Base 2B,621433,Brett Phillips,663986,Trevor Stephan,592273,Brandon Drury,R,David Fry,681807,8,6,9,True,2023-05-13,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
