,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
12,12,12,12,12,12,2B,3B,Stolen Base 3B,542340,Jonathan Villar,607215,Eric Skoglund,600474,Pedro Severino,L,Nick Dini,664926,1,5,3,True,2019-08-30,Stolen,3B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
13,13,13,13,13,13,3B,score,Stolen Base Home,542340,Jonathan Villar,622092,Kyle Zimmer,592859,Stevie Wilkerson,R,Nick Dini,664926,2,9,7,True,2019-08-30,Stolen,Home,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
14,14,14,14,14,14,2B,3B,Stolen Base 3B,600474,Pedro Severino,622092,Kyle Zimmer,592859,Stevie Wilkerson,R,Nick Dini,664926,2,9,7,True,2019-08-30,Stolen,3B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
15,15,15,15,15,15,1B,2B,Stolen Base 2B,656185,Greg Allen,607215,Eric Skoglund,596019,Francisco Lindor,L,Nick Dini,664926,2,3,3,False,2019-08-25,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
16,16,16,16,16,16,1B,,Caught Stealing 2B,642708,Amed Rosario,642098,Glenn Sparkman,605412,Joe Panik,R,Nick Dini,664926,0,0,1,True,2019-08-18,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
17,17,17,17,17,17,1B,,Caught Stealing 2B,592348,Niko Goodrum,596001,Jakob Junis,408234,Miguel Cabrera,R,Nick Dini,664926,2,4,3,False,2019-08-11,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
18,18,18,18,18,18,1B,2B,Stolen Base 2B,663656,Kyle Tucker,596001,Jakob Junis,488726,Michael Brantley,R,Nick Dini,664926,1,3,2,True,2019-09-15,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
19,19,19,19,19,19,1B,,Caught Stealing 2B,650489,Willi Castro,622251,Josh Staumont,622682,Victor Reyes,R,Nick Dini,664926,3,6,6,True,2019-09-05,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
20,20,20,20,20,20,1B,2B,Stolen Base 2B,542340,Jonathan Villar,607215,Eric Skoglund,600474,Pedro Severino,L,Nick Dini,664926,1,1,2,True,2019-08-30,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
21,21,21,21,21,21,2B,3B,Stolen Base 3B,542340,Jonathan Villar,607215,Eric Skoglund,600474,Pedro Severino,L,Nick Dini,664926,1,5,3,True,2019-08-30,Stolen,3B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
22,22,22,22,22,22,3B,score,Stolen Base Home,542340,Jonathan Villar,622092,Kyle Zimmer,592859,Stevie Wilkerson,R,Nick Dini,664926,2,9,7,True,2019-08-30,Stolen,Home,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
23,23,23,23,23,23,2B,3B,Stolen Base 3B,600474,Pedro Severino,622092,Kyle Zimmer,592859,Stevie Wilkerson,R,Nick Dini,664926,2,9,7,True,2019-08-30,Stolen,3B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
24,24,24,24,24,24,1B,2B,Stolen Base 2B,656185,Greg Allen,607215,Eric Skoglund,596019,Francisco Lindor,L,Nick Dini,664926,2,3,3,False,2019-08-25,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
25,25,25,25,25,25,1B,,Caught Stealing 2B,642708,Amed Rosario,642098,Glenn Sparkman,605412,Joe Panik,R,Nick Dini,664926,0,0,1,True,2019-08-18,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
26,26,26,26,26,26,1B,,Caught Stealing 2B,592348,Niko Goodrum,596001,Jakob Junis,408234,Miguel Cabrera,R,Nick Dini,664926,2,4,3,False,2019-08-11,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6,2020,27.6
