,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,2B,3B,Stolen Base 3B,502054,Tommy Pham,650893,Génesis Cabrera,543592,Austin Nola,L,Yadier Molina,425877,4,6,6,False,2020-09-30,Stolen,3B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
1,1,1,1,1B,2B,Stolen Base 2B,630105,Jake Cronenworth,650893,Génesis Cabrera,543592,Austin Nola,L,Yadier Molina,425877,4,6,6,False,2020-09-30,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
2,2,2,2,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,606149,Giovanny Gallegos,521692,Salvador Perez,R,Yadier Molina,425877,3,1,8,False,2020-09-21,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
3,3,3,3,1B,,Caught Stealing 2B,591741,José Osuna,656427,Jack Flaherty,595375,JT Riddle,R,Yadier Molina,425877,0,0,3,False,2020-09-20,Caught,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
4,4,4,4,1B,,Caught Stealing 2B,673451,Shogo Akiyama,425794,Adam Wainwright,592206,Nick Castellanos,R,Yadier Molina,425877,1,3,5,True,2020-09-11,Caught,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
5,5,5,5,1B,2B,Stolen Base 2B,673451,Shogo Akiyama,670912,Johan Oviedo,571466,Tucker Barnhart,R,Yadier Molina,425877,1,1,2,False,2020-09-02,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
6,6,6,6,1B,2B,Stolen Base 2B,596019,Francisco Lindor,650893,Génesis Cabrera,614177,Franmil Reyes,L,Yadier Molina,425877,0,1,6,True,2020-08-29,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
7,7,7,7,2B,,Caught Stealing 3B,592261,Delino DeShields,596295,Austin Gomber,514917,César Hernández,L,Yadier Molina,425877,0,1,7,True,2020-08-29,Caught,3B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
8,8,8,8,1B,2B,Stolen Base 2B,596019,Francisco Lindor,594965,Daniel Ponce de Leon,467793,Carlos Santana,R,Yadier Molina,425877,0,1,1,True,2020-08-28,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
9,9,9,9,2B,3B,Stolen Base 2B,596019,Francisco Lindor,594965,Daniel Ponce de Leon,467793,Carlos Santana,R,Yadier Molina,425877,0,1,1,True,2020-08-28,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
10,10,10,10,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,621052,Alex Reyes,670032,Nicky Lopez,R,Yadier Molina,425877,2,3,9,True,2020-08-26,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
11,11,11,11,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,643778,Tyler Webb,670032,Nicky Lopez,L,Yadier Molina,425877,4,5,9,True,2020-08-25,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
12,12,12,12,1B,,Caught Stealing 2B,520471,Freddy Galvis,676220,Seth Elledge,571466,Tucker Barnhart,R,Yadier Molina,425877,2,4,9,True,2020-08-20,Caught,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
13,13,13,13,1B,,Caught Stealing 2B,595943,Phillip Evans,641712,Dakota Hudson,591741,José Osuna,R,Yadier Molina,425877,0,0,2,True,2020-07-26,Caught,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
14,14,14,14,2B,3B,Stolen Base 3B,502054,Tommy Pham,650893,Génesis Cabrera,543592,Austin Nola,L,Yadier Molina,425877,4,6,6,False,2020-09-30,Stolen,3B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
15,15,15,15,1B,2B,Stolen Base 2B,630105,Jake Cronenworth,650893,Génesis Cabrera,543592,Austin Nola,L,Yadier Molina,425877,4,6,6,False,2020-09-30,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
16,16,16,16,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,606149,Giovanny Gallegos,521692,Salvador Perez,R,Yadier Molina,425877,3,1,8,False,2020-09-21,Stolen,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
17,17,17,17,1B,,Caught Stealing 2B,591741,José Osuna,656427,Jack Flaherty,595375,JT Riddle,R,Yadier Molina,425877,0,0,3,False,2020-09-20,Caught,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
18,18,18,18,1B,,Caught Stealing 2B,673451,Shogo Akiyama,425794,Adam Wainwright,592206,Nick Castellanos,R,Yadier Molina,425877,1,3,5,True,2020-09-11,Caught,2B,2020,2021,27.8,2021,27.8,2021,27.8,2021,27.8
